Application,Application ID,Platform,Platform ID
Bloons Adventure Time TD,1402418569765195826,google_play,com.ninjakiwi.btdadventuretime
Bloons TD 6,1402418571715543120,google_play,com.ninjakiwi.bloonstd6
Tower Keepers,1402418573640470739,google_play,com.ninjakiwi.towerkeepers
Clash Royale,1420796862369239162,google_play,com.supercell.clashroyale
