Application,Application ID,Platform,Platform ID
Starbound,1402416810229497917,xbox,9PK7BFMB3ZNJ
Red Faction: Guerrilla Re-Mars-tered,1402416822162034839,xbox,C0QVR372HZ91
SpellForce 3,1402416826138497215,xbox,9P46PKQ6C9H3
SpellForce 3,1402416826138497215,xbox,9P2W3FD5MWN5
Turok,1402416831914053733,xbox,C3FDP0NTC0JM
Turok 2: Seeds of Evil,1402416832614498304,xbox,BQ6ZXPCGHGC0
ELEX,1402416834350682172,xbox,BNJJGRCSH3RM
PC Building Simulator,1402416836380987525,xbox,9PGTZH51B3S8
Stick Fight: The Game,1402416840013250570,xbox,C135285K8B33
Startup Company,1402416847651078345,xbox,9N43WGRSM8NX
Grip,1402416852990431415,xbox,BNL3XR12S20S
Spellbreak,1402416860330201183,xbox,9N6L1HXN7044
Darksiders: Warmastered Edition,1402416862494724238,xbox,C2S06Z61NJ9J
Moonlighter,1402416866567131156,xbox,9P8XJRLCLH2P
20XX,1402416871206289448,xbox,9P9H0RGLL29W
Visage,1402416890403622973,xbox,9P9V698V6MVR
Rogue Legacy,1402416894975152199,xbox,BVN6M64JCHTL
Darksiders II: Deathinitive Edition,1402416896778965104,xbox,BSMX2D9V0C8B
Celeste,1402416901551816837,xbox,BWMQL2RPWBHB
Darksiders III,1402416903745704166,xbox,9PLPXGK1GDQ1
Darksiders III,1402416903745704166,xbox,BXZXM945LV54
Darksiders III,1402416903745704166,xbox,BSVZCMGZV52L
The Banner Saga 3,1402416913447129228,xbox,9MXJ7J5QVTWK
The Banner Saga 3,1402416913447129228,xbox,C308TKBJMZ8W
Halo Infinite,1402416946796036258,xbox,9NP1P1WFS0LB
Halo Infinite,1402416946796036258,xbox,9PD22XJDR74N
Satisfactory,1402416959819350078,xbox,9NPR2CG6S95Q
Shadow Tactics: Blades of the Shogun,1402416969084309634,xbox,9N0F6HNGJV6T
Shadow Tactics: Blades of the Shogun,1402416969084309634,xbox,C0SX9NVMVQG9
Ticket to Ride: Classic Edition,1402416984288661594,xbox,9P6V94833864
Ticket to Ride: Classic Edition,1402416984288661594,xbox,9PJZXCCK7VLW
Ticket to Ride: Classic Edition,1402416984288661594,xbox,9PLD08F553L4
Battle Chasers: Nightwar,1402416986344132789,xbox,9NT8XR7D5L00
Battle Chasers: Nightwar,1402416986344132789,xbox,BNVPW9NHWNM5
Sundered: Eldritch Edition,1402416989166895164,xbox,9P6QQG59N2P3
140,1402416992022954046,xbox,BZLN1W2ML7MG
Jotun: Valhalla Edition,1402416995424800959,xbox,BVWPHR3TVQ6F
Subnautica: Below Zero,1402416999887278220,xbox,9NDCJXL11096
Tom Clancy's Ghost Recon: Breakpoint,1402417012747014304,xbox,9MVR1G75VX22
Tom Clancy's Ghost Recon: Breakpoint,1402417012747014304,xbox,9N60PDBXC0MB
New World: Aeternum,1402417014731182143,xbox,9NPZJNVGHZ3P
New World: Aeternum,1402417014731182143,xbox,9NZXV2K8KGJN
New World: Aeternum,1402417014731182143,xbox,9P9QG255Z8WC
Far Cry New Dawn,1402417018283495506,xbox,9NSRHJ8DJT2M
Far Cry New Dawn,1402417018283495506,xbox,C1DDW4PRF6K5
Age of Empires: Definitive Edition,1402417022826184864,xbox,9NJWTJSVGVLJ
The Outer Worlds,1402417023643815966,xbox,BVTKN6CQ8W5F
The Outer Worlds,1402417023643815966,xbox,9MVD3LCB9BXJ
The Outer Worlds,1402417023643815966,xbox,9MWD2Z8L1FBQ
Bloodstained: Ritual of the Night,1402417025086918736,xbox,9P9K78101LCW
Bloodstained: Ritual of the Night,1402417025086918736,xbox,9MWB2BFF0SPD
Lethal League Blaze,1402417026345205810,xbox,9NHPR05080C6
MORDHAU,1402417028207218738,xbox,9PP6C21NFP4Z
MORDHAU,1402417028207218738,xbox,9N2J4X8FWXHH
MORDHAU,1402417028207218738,xbox,9N7F4FQJLWD9
MORDHAU,1402417028207218738,xbox,9N0PXW8HH8RG
Control,1402417032258916553,xbox,9P2WJCRJBMRM
Control,1402417032258916553,xbox,9P7LVXNVQ6K7
Control,1402417032258916553,xbox,9PL1J8PJKH29
Control,1402417032258916553,xbox,9P4D0K92BM7V
Control,1402417032258916553,xbox,BZ6W9LRPC26W
Star Wars Jedi: Fallen Order,1402417067193532587,xbox,9MWB0Z2Q8X3G
Star Wars Jedi: Fallen Order,1402417067193532587,xbox,9PK2KH9WR7SB
Star Wars Jedi: Fallen Order,1402417067193532587,xbox,C2CSDTSCBZ0C
This Is the Police 2,1402417136474914986,xbox,C2JFN44MMK4P
Warhammer: Vermintide 2,1402417584921645207,xbox,BWL9SBDXGKWQ
Warhammer: Vermintide 2,1402417584921645207,xbox,BWT41WK758RT
Warhammer: Vermintide 2,1402417584921645207,xbox,BXZWT67JBZJH
A Hat in Time,1402417856599162940,xbox,BX91DHSR4C5T
CrossCode,1402417945279205511,xbox,9NFDPQ0KZ6RN
CrossCode,1402417945279205511,xbox,9N53WX4KS2ZW
CrossCode,1402417945279205511,xbox,9N04RQQ64524
Watch Dogs,1402418022521770185,xbox,C4DMGRPNSHXG
Watch Dogs,1402418022521770185,xbox,9P76M1N37K6K
Gears 5,1402418052569759815,xbox,C2KDNLT2H7DM
Atlas,1402418059603349635,xbox,9P5DB49C03W6
Call of Duty: WWII,1402418070198423733,xbox,BSSR86JSSG2L
Call of Duty: WWII,1402418070198423733,xbox,BWP0Q27QDNWQ
Call of Duty: WWII,1402418070198423733,xbox,9P3QS4LX8BM9
Call of Duty: WWII,1402418070198423733,xbox,BV0NSD4NN4V4
Call of Duty: Modern Warfare,1402418073365119047,xbox,9NVQBQ3F6W9W
Call of Duty: Modern Warfare,1402418073365119047,xbox,C5DTJ99626K3
Call of Duty: Modern Warfare,1402418073365119047,xbox,C5910MG77GD8
Call of Duty: Modern Warfare,1402418073365119047,xbox,9NMPDV49K4TX
World of Tanks,1402418078813523999,xbox,BRJ3SFFSS5JK
World of Tanks,1402418078813523999,xbox,C57L9GR0HHB7
Sea of Thieves,1402418082366095493,xbox,9PCD5S0DMF5Z
Sea of Thieves,1402418082366095493,xbox,9P2N57MC619K
Risk of Rain 2,1402418087793528862,xbox,9P6F6TBGGVK3
Risk of Rain 2,1402418087793528862,xbox,9NS027TDJMXP
