Application,Application ID,Platform,Platform ID
Shotgun Farmers,1124352149690793994,epic,5EB9D01D608E46A7AC42A673A27F7888
XERA: Survival,1124352183027122378,epic,229D261B68A34A35A5759D0D79D319E9
CARRION,1124352184587399229,epic,7C6D889F36124AE4B6269F8E1698A547
Just Cause 4,1124352193252835462,epic,BA8062BDCC1342C0B78743E3C6242575
MultiVersus,1124352205194023003,epic,3A212C0DA4F1438E840C21565DF4B6FE
Hardspace: Shipbreaker,1124352216703184946,epic,0208DA63C74542C99E8A0837E4E688C3
High on Life,1124352222772351066,epic,28EDA6DE701C47DFBBE6255FCEE8AA65
Journey,1124352238517764166,epic,LEMUR
BIOMUTANT,1124352242070343680,epic,F7DC2F3C915444F1A6BA4105BC00D592
The Jackbox Party Pack 8,1124352270092480512,epic,44F0DF6169284F7FA6D0CDDADB3E0FF9
Doki Doki Literature Club Plus!,1124352279512895578,epic,1311A5735ED844C0B3C47027CAB321F0
Marvel's Guardians of the Galaxy,1124352289956708382,epic,2A09FB19B47F46DFB11EBD382F132A8F
Blazing Sails,1124352298710220886,epic,AEE7DD76AA6746578F476DC47F8D1D7F
We Were Here Forever,1124352312450764840,epic,DB16361187BB41C4B96FF020C34BDD0C
Barony,1124352329169256518,epic,B79CDB6E07EA4CE9A82C00A0FB079CA5
Ancestors: The Humankind Odyssey,1124352332801519706,epic,AMARANTH
Baldur's Gate II: Enhanced Edition,1124352339055231137,epic,9FCE8233852F4940ACDE233A87BB41CE
DREDGE,1124352340749725766,epic,8B454B47F5544FC6829CF0FED42EBAE0
Disney Dreamlight Valley,1124352360140001361,epic,7E2EC8A47B8D41528EB6DD2EFD2B1ABC
LEGO Batman 3: Beyond Gotham,1124352371582062742,epic,83022E1B4C304ADDB2AADEE1DB854F8D
"Warhammer 40,000: Mechanicus",1124352386325037187,epic,144F9E231E2846D1A4381D9BB678F69D
Biped,1124352405937606666,epic,E9AB5F3A0F524FDF800F324800ACDA60
Final Fantasy VII Remake Intergrade,1124352407741149344,epic,6F43AB8025AD42D18510AA91E9EB688B
Death's Door,1124352414703693834,epic,F588333A02FE4011980472C7BE02DB12
What Remains of Edith Finch,1124352424275099669,epic,BADGER
Dishonored: Death of the Outsider,1124352438334402692,epic,87C84BC5F43D4FE69AD8F3CCDE0594B0
Little Inferno,1124352453597474846,epic,CLOVER
